file,time,bags,width,vertices
./s13207a_3_2.cnf,0.475328,9078,59,9368
./s13207a_7_4.cnf,0.546066,9106,58,9386
./s1423a_15_7.cnf,0.057205,813,18,864
./s1423a_3_2.cnf,0.05067,728,13,777
./s1423a_7_4.cnf,0.0415231,750,19,795
./s1488_15_7.cnf,0.120376,912,29,941
./s1488_3_2.cnf,0.122603,825,30,854
./s1488_7_4.cnf,0.125866,843,29,872
./s15850a_15_7.cnf,0.865805,10687,67,10995
./s15850a_3_2.cnf,0.749651,10582,63,10908
./s15850a_7_4.cnf,0.775522,10596,62,10926
./s27_15_7.cnf,0.012339,26,4,32
./s27_3_2.cnf,0.0200221,14,4,20
./s27_7_4.cnf,0.020134,18,4,24
./s298_15_7.cnf,0.0333699,277,10,292
./s298_3_2.cnf,0.023967,190,8,205
./s298_7_4.cnf,0.0264371,207,10,223
./s344_15_7.cnf,0.0303451,271,10,284
./s344_3_2.cnf,0.023696,185,8,197
./s344_7_4.cnf,0.0220119,203,7,215
./s349_15_7.cnf,0.0250889,271,9,285
./s349_3_2.cnf,0.0194869,188,6,198
./s349_7_4.cnf,0.0280399,203,8,216
./s35932_15_7.cnf,1.38857,16797,17,17918
./s35932_3_2.cnf,1.48004,16827,18,17831
./s35932_7_4.cnf,1.64181,16821,20,17849
./s382_15_7.cnf,0.030542,333,9,350
./s382_3_2.cnf,0.0222301,248,7,263
./s382_7_4.cnf,0.026609,266,8,281
./s38417_15_7.cnf,1.97039,25053,36,25615
./s38417_3_2.cnf,1.99589,24973,37,25528
./s38417_7_4.cnf,1.9389,25063,33,25546
./s38584_15_7.cnf,7.96121,22557,87,23492
./s38584_3_2.cnf,8.02383,22477,89,23405
./s38584_7_4.cnf,8.5809,22497,90,23423
./s420_15_7.cnf,0.028042,343,11,366
./s420_3_2.cnf,0.024493,275,9,294
./s420_7_4.cnf,0.03038,291,10,312
./s444_15_7.cnf,0.025886,358,11,377
./s444_3_2.cnf,0.026479,273,8,290
./s444_7_4.cnf,0.0323029,292,10,308
./s510_15_7.cnf,0.0232499,323,16,340
./s510_3_2.cnf,0.034472,282,15,298
./s510_7_4.cnf,0.0330911,293,20,316
./s526_15_7.cnf,0.0395189,422,17,452
./s526_3_2.cnf,0.0423959,340,13,365
./s526_7_4.cnf,0.0438379,356,15,383
./s526a_15_7.cnf,0.0432729,424,17,453
./s526a_3_2.cnf,0.036293,345,14,366
./s526a_7_4.cnf,0.0316329,359,14,384
./s5378a_15_7.cnf,0.216189,3602,51,3766
./s5378a_3_2.cnf,0.219475,3530,50,3679
./s5378a_7_4.cnf,0.193072,3526,48,3697
./s641_15_7.cnf,0.0265369,557,15,576
./s641_3_2.cnf,0.023055,469,17,489
./s641_7_4.cnf,0.034653,490,15,507
./s713_15_7.cnf,0.0330279,578,14,596
./s713_3_2.cnf,0.0280641,492,11,509
./s713_7_4.cnf,0.0276601,507,16,527
./s820a_15_7.cnf,0.0357811,670,9,685
./s820a_3_2.cnf,0.0290421,591,5,598
./s820a_7_4.cnf,0.0335951,602,7,616
./s832a_15_7.cnf,0.0337669,676,12,693
./s832a_3_2.cnf,0.022753,594,8,606
./s832a_7_4.cnf,0.0346101,611,10,624
./s838_15_7.cnf,0.040063,649,11,685
./s838_3_2.cnf,0.036946,560,9,598
./s838_7_4.cnf,0.0385189,581,10,616
./s9234a_15_7.cnf,0.346575,6208,47,6382
./s9234a_3_2.cnf,0.319828,6104,47,6295
./s9234a_7_4.cnf,0.369984,6135,45,6313
./s953a_15_7.cnf,0.0702701,554,39,602
./s953a_3_2.cnf,0.058538,483,32,515
./s953a_7_4.cnf,0.0841571,491,38,533
./sat-grid-pbl-0010.cnf,0.020914,57,8,110
./sat-grid-pbl-0015.cnf,0.023277,121,10,240
./sat-grid-pbl-0020.cnf,0.026372,211,10,420
./sat-grid-pbl-0025.cnf,0.040112,303,22,650
./sat-grid-pbl-0030.cnf,0.0555581,451,18,930
./tire-1.cnf,0.0294569,342,8,352
./tire-2.cnf,0.0325351,534,7,550
./tire-3.cnf,0.0521779,548,18,577
./tire-4.cnf,0.0535931,783,13,812
